id,latitude,longitude,y,x
0,0.0,0.0,0.0,0.0
1,36.0240736197222,140.098826204444,2703.52782243101,23928.1724841952
2,36.0238093210833,140.098547673417,2674.13585074289,23903.1489906592
3,36.0237958038889,140.098534284389,2672.63285033075,23901.9463487249
4,36.0234747338889,140.098196864833,2636.92781508622,23871.6322875018
5,36.0234604718333,140.098182223500,2635.34187090940,23870.3169915911
6,36.0233876663889,140.098105563500,2627.24542036656,23863.4297125226
7,36.0233784097222,140.098098130222,2626.21658441658,23862.7625546384
8,36.0233678491250,140.098093941167,2625.04387374307,23862.3881862046
9,36.0233586886667,140.098092761167,2624.02724371371,23862.2845967960
10,36.0233478219583,140.098093561625,2622.82179254565,23862.3600173482
11,36.0233374623333,140.098097858667,2621.67345807524,23862.7504264878
12,36.0233286073333,140.098106126750,2620.69303252154,23863.4982857107
13,36.0229932216667,140.098588628833,2583.60072404205,23907.0867465070
14,36.0229855351667,140.098600066833,2582.75072374670,23908.1199617076
15,36.0227923216667,140.098877882000,2561.38215035751,23933.2175400408
16,36.0227773998333,140.098899791500,2559.73197494342,23935.1967347651
17,36.0226124316667,140.099137850000,2541.48748489561,23956.7026558052
18,36.0225968683333,140.099159895833,2539.76617471803,23958.6943412531
19,36.0223980870000,140.099443328333,2517.78138506007,23984.3001401443
20,36.0223923930000,140.099454899167,2517.15249182777,23985.3447389117
21,36.0223890096667,140.099468438667,2516.78044886477,23986.5660724283
22,36.0223877823333,140.099481210000,2516.64742231336,23987.7175181112
23,36.0223895725000,140.099495011667,2516.84943729292,23988.9609126127
24,36.0223936641667,140.099507567500,2517.30649408351,23990.0913231018
25,36.0224005443333,140.099518996000,2518.07265384054,23991.1192822147
26,36.0224074853333,140.099527088333,2518.84474151972,23991.8465357971
27,36.0230912368333,140.100245118167,2594.88314430679,24056.3543419387
28,36.0231002256667,140.100253247000,2595.88245101818,24057.0842505925
29,36.0231110160000,140.100257432667,2597.08065815547,24057.4582191008
30,36.0231223100000,140.100257334000,2598.33368849792,24057.4458932136
31,36.0231331323333,140.100254690000,2599.53375949420,24057.2043032837
32,36.0231434075000,140.100248903167,2600.67234699452,24056.6796204881
33,36.0231516936667,140.100239892333,2601.58946145977,24055.8649677577
34,36.0231945140000,140.100178648167,2606.32520125475,24050.3321028437
35,36.0232110205000,140.100154198333,2608.15054054188,24048.1234585928
36,36.0233721051667,140.099923343667,2625.96571599210,24027.2679563608
37,36.0233881010000,140.099898713833,2627.73435888602,24025.0432537732
38,36.0235513380000,140.099663380000,2645.78728417753,24003.7834930037
39,36.0235674066667,140.099640267667,2647.56438765365,24001.6955475370
40,36.0237390036667,140.099393209667,2666.54201492171,23979.3766745056
41,36.0237507848333,140.099376857667,2667.84509545888,23977.8993328037
42,36.0239353755000,140.099110108167,2688.25957200865,23953.8018794653
43,36.0239479843333,140.099093928000,2689.65452765796,23952.3397816517
44,36.0240787370000,140.098903387000,2704.11453806399,23935.1272122141
45,36.0240857430000,140.098889528833,2704.88844009008,23933.8760906394
46,36.0240886678333,140.098876016333,2705.20962698544,23932.6573575930
47,36.0240888571667,140.098862307000,2705.22726546796,23931.4217117550
48,36.0240864886667,140.098848710333,2704.96114346068,23930.1969937460
49,36.0240815181667,140.098836670000,2704.40671532817,23929.1133309499
50,36.0240752121667,140.098825610167,2703.70435614148,23928.1184418950
51,36.0240093143333,140.098671133667,2696.35514470897,23914.2157648106
52,36.0237909091667,140.0984419365,2672.06713381337,23893.6247071207
53,36.0235900076667,140.098231073667,2649.72567490303,23874.6806939263
54,36.0234111716667,140.098042217667,2629.83778585625,23857.7133715175
55,36.0234085511667,140.098036263,2629.54558654102,23857.1774774027
56,36.0234064663333,140.098029576667,2629.31263961149,23856.5754778833
57,36.0234054836667,140.098022708833,2629.20193224633,23855.9567878028
58,36.023405121,140.098016036833,2629.16006107612,23855.3555609516
59,36.0234053153333,140.09800944,2629.18000678202,23854.7609408437
60,36.0234060455,140.098002986167,2629.25943755851,23854.1790475816
61,36.023407954,140.097996439333,2629.46958016059,23853.5884172336
62,36.0234100585,140.097989866,2629.70146226092,23852.9953394363
63,36.023412818,140.097984019833,2630.0061938436,23852.4676025636
64,36.0234174866667,140.097976545333,2630.52234636334,23851.7925313927
65,36.0233428143333,140.098016804833,2622.24740506601,23855.4435608378
66,36.0229506471667,140.098581407167,2578.87536645055,23906.4487270442
67,36.02277407,140.098836187667,2559.34690977732,23929.4651891178
68,36.0225875868333,140.09910557,2538.72304580413,23953.8008040357
69,36.0223666171667,140.0994232085,2514.28489520999,23982.4962864048
70,36.022360752,140.099434529167,2513.63694946145,23983.5183899255
71,36.0223562111667,140.099447433333,2513.13632672267,23984.682812349
72,36.0223518728333,140.099471812333,2512.66099641348,23986.8813948272
73,36.0223526856667,140.099492190333,2512.75619668383,23988.7178079437
74,36.0223548215,140.099509431167,2512.9974099397,23990.271068644
75,36.0223614366667,140.099527177333,2513.73572408652,23991.8685168192
76,36.0223741321667,140.0995496235,2515.14980107926,23993.887730028
77,36.0223822383333,140.0995582095,2516.05128428934,23994.6591242825
78,36.0225541515,140.099737112667,2535.16890269791,24010.7314197395
79,36.022894537,140.100095315667,2573.02257240108,24042.9125965089
80,36.0231223408333,140.100334640833,2598.35620230415,24064.4134444315
81,36.0231600831667,140.100328644667,2602.54218434209,24063.8615418965
82,36.0232863955,140.100147406333,2616.51162301502,24047.4884020815
83,36.0233632053333,140.100037343333,2625.00641285257,24037.5452631953
84,36.023452526,140.099907638167,2634.88443054619,24025.8280305557
85,36.0234563938333,140.099903222,2635.31247258382,24025.4288348692
86,36.0234615893333,140.099900069,2635.88812905623,24025.1430831887
87,36.0234675611667,140.099898143667,2636.55022147721,24024.9677433292
88,36.0234727095,140.099897529833,2637.12127105978,24024.9108566854
89,36.0234782075,140.099897599333,2637.73128422602,24024.9154515354
90,36.0234838033333,140.099899883833,2638.35269811538,24025.119650733
91,36.0234884148333,140.0999038125,2638.86530696346,24025.4723345618
92,36.0234905835,140.099904129833,2639.10599600048,24025.5002768814
93,36.02351699,140.099933963667,2642.04312107102,24028.1811299989
94,36.023638009,140.1000618495,2655.50157325168,24039.6704887934
95,36.0238433133333,140.100277280667,2678.33300746174,24059.0244678566
96,36.023888779,140.100268921,2683.37530059286,24058.2572075772
97,36.0235230745,140.099854316167,2642.69854706952,24021.0007973381
98,36.0235200656667,140.099848563,2642.36330234894,24020.4831880641
99,36.0235171858333,140.099843235667,2642.04247503525,24020.0039191883
100,36.0235155681667,140.099836638167,2641.86137035511,24019.4097893624
101,36.023515037,140.099829729167,2641.8007346942,24018.7872548233
102,36.0235155101667,140.099822134833,2641.85135960788,24018.1026476108
103,36.0235171035,140.099815549333,2642.02651433531,24017.5086247851
104,36.0235199193333,140.099809680833,2642.33748066534,24016.9788529034
105,36.02352335,140.099804034167,2642.71671668155,24016.4688879133
106,36.0236258366667,140.099656560833,2654.05113534842,24003.1462983923
107,36.0237298808333,140.099506463,2665.55773059508,23989.5867303179
108,36.0237299121667,140.099506453,2665.5612045251,23989.5858195407
109,36.0238391556667,140.0993507635,2677.64330395928,23975.5207470151
110,36.0238430003333,140.099346399333,2678.06879077503,23975.1262493847
111,36.0238481978333,140.099342219333,2678.64441805526,23974.7479404962
112,36.0238535661667,140.099340789,2679.23967576387,23974.617401358
113,36.0238592848333,140.099340467667,2679.87407542757,23974.586707847
114,36.0238651018333,140.099339625167,2680.51925679265,23974.5090129423
115,36.0238705526667,140.099341843667,2681.12456572811,23974.7073101635
116,36.0238753185,140.099346085333,2681.65437269428,23975.0881584169
117,36.0238793368333,140.0993500185,2682.10116958719,23975.4414286629
118,36.0239565616667,140.099431362333,2690.68918800112,23982.7493654245
119,36.0240128713333,140.099491490833,2696.95147752104,23988.1515403063
120,36.0240338655,140.099513743667,2699.28623311957,23990.1507713009
121,36.0240383888333,140.099518175667,2699.78918258446,23990.5488456308
122,36.0240415253333,140.099524241333,2700.1386669924,23991.0945787984
123,36.024044186,140.099530525,2700.43541202034,23991.6601039919
124,36.0240453813333,140.099537786667,2700.56982108057,23992.3142181858
125,36.0240450945,140.099544635,2700.53968389489,23992.9315289791
126,36.0240435425,140.099551519333,2700.36918699227,23993.5524679555
127,36.0240410931667,140.099557750833,2700.0989713553,23994.1148407154
128,36.0240372585,140.099564161833,2699.67509900179,23994.6938114518
129,36.024018278,140.0995893845,2697.57544942737,23996.9728254972
130,36.0239449698333,140.099694751667,2689.46796161886,24006.4915563778
131,36.0238987056667,140.099762357333,2684.35167308425,24012.5987382214
132,36.023823281,140.0998705515,2676.01007635067,24022.372931759
133,36.0237251743333,140.100010455333,2665.15977439374,24035.0119594189
134,36.0237180918333,140.100020499833,2664.37645825027,24035.9194008344
135,36.0237138661667,140.1000250415,2663.90874648885,24036.3300154738
136,36.0237086438333,140.100027782,2663.33001145712,24036.5785973553
137,36.0237031386667,140.1000299,2662.71974284626,24036.7711604993
138,36.0236974893333,140.100029345333,2662.09281970155,24036.7228853694
139,36.023692211,140.100027046833,2661.5066282775,24036.5173293373
140,36.0236866418333,140.100024661167,2660.8881477688,24036.3040054523
141,36.0236822645,140.100020630667,2660.40149382599,24035.9420739952
142,36.0236123263333,140.099947292167,2652.6238522236,24029.3534563873
143,36.023907029,140.099252895833,2685.14968226225,23966.6795912569
144,36.0239366046667,140.0992113035,2688.42083318066,23962.9220121794
145,36.023998703,140.099119531,2695.28799403597,23954.6319691165
146,36.0240825761667,140.099000186667,2704.56427571895,23943.8503682659
147,36.0241209485,140.098943824333,2708.8077858544,23938.7589615759
148,36.0241251503333,140.098939107167,2709.27281476987,23938.3325440757
149,36.0241300033333,140.098935374833,2709.81033180969,23937.9946902196
150,36.0241348245,140.098932103333,2710.34443022802,23937.6983797882
151,36.0241401385,140.098930241167,2710.93355417973,23937.5289399963
152,36.0241458936667,140.098928520833,2711.57165986142,23937.3721498618
153,36.0241511578333,140.098927892167,2712.15555796163,23937.3138974291
154,36.0241566808333,140.098927569333,2712.7682484372,23937.2831306973
155,36.024161843,140.0989280615,2713.34110517015,23937.3259269949
156,36.0241672698333,140.098930286833,2713.94375219649,23937.5248491355
157,36.0241730258333,140.098933775667,2714.58323031436,23937.837547716
158,36.0241779456667,140.0989355055,2715.12950459629,23937.9919650051
159,36.0241826015,140.0989395105,2715.64704747837,23938.3515170789
160,36.0241951723333,140.098953191,2717.04512710447,23939.5807027685
161,36.0242518863333,140.0990140925,2723.35244050307,23945.0524379213
162,36.024379564,140.099149053833,2737.55129601074,23957.1774949356
163,36.0245986938333,140.099326818167,2761.90720291669,23973.13251765
164,36.0246297703333,140.099271948167,2765.34160003629,23968.1778387478
165,36.024558612,140.099214863,2757.43262987414,23963.0544750869
166,36.0244717678333,140.099142922667,2747.77968638367,23956.5969976338
167,36.0244673618333,140.099139208167,2747.28993284413,23956.263554264
168,36.0244640838333,140.099133931833,2746.92494542388,23955.7890058528
169,36.0244614525,140.0991277115,2746.63147274505,23955.2291816466
170,36.0244593035,140.099121756667,2746.39157965824,23954.6931401534
171,36.0244581383333,140.099114863,2746.26061081705,23954.0721864805
172,36.0244579561667,140.0991079405,2746.23869752811,23953.448336583
173,36.0244569865,140.099101603167,2746.12955603829,23952.8774644318
174,36.0244566526667,140.099095227833,2746.09095014264,23952.3029749909
175,36.0244596275,140.099080976167,2746.41750018346,23951.0176128522
176,36.0244684205,140.099068327,2747.38996257466,23949.8749187175
177,36.024526651,140.098984825833,2753.83003760433,23942.3315821559
178,36.0246242371667,140.098844099,2764.62252219874,23929.6187794717
179,36.024692003,140.0987464615,2772.11707657904,23920.7985268057
180,36.0247761565,140.098624256833,2781.42380081367,23909.7591782141
181,36.0248962915,140.098449822333,2794.70982907115,23894.0016880332
182,36.0250403243333,140.098243407833,2810.63948188218,23875.3547903618
183,36.0252213288333,140.097980241167,2830.65723754789,23851.5819542482
184,36.0249278425,140.097668882333,2798.01911167338,23823.608702779
185,36.0246594753333,140.0973865905,2768.17511751362,23798.2474080329
186,36.024480972,140.09719741,2748.32420206533,23781.2507991908
187,36.0242065261667,140.0969094685,2717.80453601936,23755.3818510096
188,36.0241894676667,140.096897931833,2715.90910420259,23754.3472015134
189,36.0241727963333,140.096892423,2714.05809790814,23753.8557085912
190,36.0241562233333,140.096892218167,2712.21929486103,23753.8422220144
191,36.0241459575,140.096893061667,2711.08051948704,23753.9213259228
192,36.024140736,140.096894561667,2710.50156650478,23754.0580844305
193,36.0241302753333,140.096897686333,2709.34173085174,23754.342842697
194,36.0241196716667,140.096905214333,2708.16710324898,23755.0245054205
195,36.0241117658333,140.096912280333,2707.2916841867,23755.6637195704
196,36.0241031361667,140.096920595,2706.33626128749,23756.4156903712
197,36.0240949453333,140.096931869833,2705.43024832737,23757.4343221239
198,36.0238063191667,140.097348549667,2673.50924023216,23795.075432048
199,36.0235214538333,140.097758862,2642.00409554243,23832.1417918695
200,36.0233946091667,140.0979420955,2627.97568350529,23848.6945202683
201,36.0234366858333,140.097949166167,2632.64576617876,23849.3191075826
202,36.023533492,140.097809789667,2643.35217418837,23836.7281844307
203,36.023626146,140.097675948,2653.59927627876,23824.6373858133
204,36.0236622645,140.097625000833,2657.59411919699,23820.0347446637
205,36.0237562981667,140.097487439667,2667.9934075605,23807.6083392792
206,36.023773821,140.097462805,2669.93152344,23805.3827969826
207,36.023946483,140.097214115167,2689.02740988351,23782.9170150753
208,36.0241251891667,140.096956397333,2708.79174453188,23759.6358451034
209,36.0241274323333,140.096954021167,2709.04004147924,23759.4210136726
210,36.0241314935,140.096949125167,2709.48942865575,23758.9785301844
211,36.0241360205,140.096944645667,2709.9906010406,23758.5734449864
212,36.0241409733333,140.096941213,2710.53927440098,23758.2625804503
213,36.0241514413333,140.096937325333,2711.69973748197,23757.9090522373
214,36.0241567058333,140.096936142833,2712.28353863002,23757.8008960534
215,36.0241621945,140.096936457667,2712.89257593904,23757.8276234361
216,36.0241673811667,140.096936618167,2713.46806909801,23757.8405318074
217,36.0241730635,140.096938046333,2714.09886498571,23757.9675429315
218,36.0241783771667,140.096939717,2714.6888169196,23758.1165206213
219,36.024182885,140.096944096,2715.19002318164,23758.5098353508
220,36.0241919135,140.096952106,2716.19367717332,23759.2290455076
221,36.0243464166667,140.097115495667,2733.37546642709,23773.9085205986
222,36.0244487303333,140.097221950667,2744.75302123925,23783.4722680214
223,36.0244901448333,140.097265807,2749.35861495615,23787.4124649847
224,36.0246450698333,140.097429284833,2766.58727616557,23802.0996484746
225,36.0247830826667,140.0975744495,2781.93510221375,23815.1413578099
226,36.0248682688333,140.097660813333,2791.40751555633,23822.8994053636
227,36.024881515,140.097675092667,2792.88065296413,23824.1823660993
228,36.0249249383333,140.097723267833,2797.71019939851,23828.5111568463
229,36.0250047148333,140.0978074585,2806.5818975167,23836.0749454821
230,36.0250593293333,140.097864515,2812.65526929257,23841.2007943674
231,36.0251182405,140.097925830333,2819.20639640432,23846.7091745894
232,36.0251276238333,140.0979357185,2820.24988595313,23847.5975314716
233,36.0251314145,140.097941337833,2820.67183125069,23848.1028391839
234,36.0251340908333,140.097946147333,2820.96994444744,23848.5354953444
235,36.0251368611667,140.097952385,2821.27883647972,23849.0968385962
236,36.0251390711667,140.0979586275,2821.52556145544,23849.6587862898
237,36.0251406416667,140.0979666255,2821.70176453864,23850.3791434965
238,36.0251418765,140.0979751115,2821.84084536652,23851.1435834996
239,36.0251404466667,140.097980859667,2821.68361452247,23851.6620757138
240,36.0251405573333,140.097988452833,2821.69775198039,23852.3463867317
241,36.0251395776667,140.097995324167,2821.59074164128,23852.9659702003
242,36.025137355,140.098002415333,2821.34587589121,23853.6057411325
243,36.025130833,140.098007755167,2820.62357573579,23854.0889667944
244,36.0251238118333,140.098018802,2819.84729117687,23855.0866941749
245,36.0249935405,140.098215214667,2805.44196537927,23872.8279533674
246,36.0248985175,140.0983537475,2794.93324072244,23885.342115573
247,36.0247822356667,140.098522982333,2782.07342525461,23900.6297992764
248,36.0247557778333,140.098553072833,2779.14534496421,23903.3497501571
249,36.0246460376667,140.098711564,2767.00871272876,23917.6672170311
250,36.024498226,140.098922859,2750.66109236953,23936.7552921916
251,36.0244221705,140.099033885,2742.25011706549,23946.7847558737
252,36.0244176335,140.099038634333,2741.74791013409,23947.2141727547
253,36.0244135066667,140.099043004667,2741.29111752864,23947.6093073649
254,36.0244081776667,140.099046761833,2740.70079534725,23947.9495428227
255,36.0244029768333,140.099050211833,2740.12461759961,23948.2620554736
256,36.024397824,140.099051566167,2739.55325022381,23948.3856770802
257,36.024392572,140.099052929667,2738.97088269138,23948.5101548783
258,36.0243874428333,140.099052251167,2738.40164137899,23948.4505557613
259,36.0243818056667,140.099052669,2737.7763076227,23948.4899198399
260,36.0243763041667,140.099053026167,2737.16601099813,23948.523775148
261,36.0243708483333,140.099051154667,2736.5602331635,23948.3567530931
262,36.0243654486667,140.099047519333,2735.96025335894,23948.0307446052
263,36.0243610548333,140.0990438625,2735.47186421068,23947.7024939573
264,36.0243562085,140.099039303167,2734.93304892759,23947.2930403702
265,36.0242012995,140.098872735833,2717.70516068052,23932.3276327556
266,36.0239038275,140.099258849,2684.79594450666,23967.2171063836
267,36.0239024385,140.099265222667,2684.64340479053,23967.7919713462
268,36.0239014738333,140.099272001667,2684.53804407781,23968.4032395976
269,36.0239019215,140.099279086167,2684.58945514516,23969.0416141334
270,36.0239039703333,140.0992852155,2684.81827863915,23969.5934166662
271,36.0239058906667,140.099291360833,2685.03284919485,23970.1467001355
272,36.0239099485,140.099295940333,2685.48418739669,23970.5582111001
273,36.0239155313333,140.099303067667,2686.10534932889,23971.1988905729
274,36.0239237665,140.099312099333,2687.02125289182,23972.0103997878
275,36.0240658476667,140.099460186833,2702.82142639667,23985.3141286283
276,36.024197874,140.0995996515,2717.50392559629,23997.8437048347
277,36.0242403646667,140.099643098167,2722.2289142291,24001.7465539159
278,36.0242866288333,140.099694489667,2727.37452742888,24006.3643006835
279,36.0242380816667,140.099761837333,2722.00487911272,24012.4488961843
280,36.024114628,140.099599276,2708.26779551108,23997.8351056527
281,36.024109587,140.099594122167,2707.707233441,23997.3721320518
282,36.0241043663333,140.0995921655,2707.12752515251,23997.1973656093
283,36.0240986446667,140.099592328667,2706.49275372666,23997.2138064178
284,36.0240935601667,140.099591932167,2705.92853727153,23997.179612639
285,36.024087907,140.099593015667,2705.30159253766,23997.278980065
286,36.024082724,140.099597492333,2704.72764803887,23997.684022751
287,36.0240787626667,140.099602441667,2704.28936234978,23998.1312953189
288,36.0239537233333,140.099782547,2690.46078948067,24014.4016927162
289,36.023903208,140.099854549833,2684.87392910898,24020.9064756507
290,36.0238817961667,140.099885793833,2682.50601784138,24023.7289273087
291,36.023759602,140.100060507167,2668.99182950009,24039.5125713478
292,36.0237577498333,140.100066385833,2668.78778461262,24040.0429660083
293,36.023755678,140.100072807,2668.55950189521,24040.6223218237
294,36.023754162,140.100079379333,2668.3929255165,24041.215133155
295,36.023754443,140.100086686333,2668.42590532894,24041.8736125805
296,36.0237558271667,140.100093726167,2668.5812141862,24042.5076776784
297,36.0237585713333,140.1001001445,2668.88725996271,24043.0853150641
298,36.0237619913333,140.100106057667,2669.26816394588,24043.617217459
299,36.0238585593333,140.100205498667,2680.00680675876,24052.5502782742
300,36.0238637725,140.100209156667,2680.58610407987,24052.8783813523
301,36.0238694818333,140.100211132833,2681.22003522573,24053.0547536434
302,36.023874872,140.1002113095,2681.81811094592,24053.0690379509
303,36.0238781426667,140.100210992333,2682.18090892469,24053.0394583465
304,36.0238834106667,140.100208397,2682.76474600935,24052.8039455653
305,36.023888126,140.100204968667,2683.28705977914,24052.4935243531
306,36.0238923898333,140.100199591,2683.75879894121,24052.0075513238
307,36.023902894,140.100184285167,2684.92044408667,24050.6248783604
308,36.0241272471667,140.099614228,2709.6715592439,23999.1788654509
309,36.0241494825,140.0996391915,2712.14469111329,24001.422019726
310,36.024173137,140.099663827167,2714.77519752753,24003.6351954981
311,36.0241999366667,140.099689275333,2717.75485696754,24005.9206444061
312,36.0242072285,140.099698394833,2718.56612382909,24006.7403494177
313,36.0242090295,140.099702426,2718.76693587626,24007.1031216925
314,36.0242090333333,140.099707156833,2718.76852700562,24007.529498297
315,36.0242095906667,140.099713622667,2718.83195584733,24008.1120780384
316,36.0242081876667,140.099720252333,2718.67792861788,24008.7100183754
317,36.0242067353333,140.099727056667,2718.51847100542,24009.3237159564
318,36.0242041885,140.099732782667,2718.23731428994,24009.8405582263
319,36.024206607,140.0997547225,2718.51105124254,24011.8172049252
320,36.024735887,140.098475447333,2776.91943821805,23896.3596196491
321,36.0245010576667,140.0982273275,2750.80458767755,23874.068214815
322,36.0243827038333,140.098102402667,2737.64277306328,23862.8447931971
323,36.0241910713333,140.097902744833,2716.33250425329,23844.9079305765
324,36.0240971743333,140.097804764167,2705.89077455898,23836.1054666659
325,36.0239851586667,140.097683384833,2693.43308849015,23825.1995698931
326,36.023896978,140.097594218667,2683.62775390311,23817.1897703065
327,36.0238303428333,140.097522989833,2676.2172563096,23810.7901237945
328,36.0238087773333,140.097540602667,2673.82889676368,23812.3840193341
329,36.023829167,140.0975622225,2676.09638875862,23814.3264330613
330,36.0239118598333,140.09765062,2685.29266454945,23822.2686165476
331,36.0239312763333,140.0976720015,2687.45212892046,23824.1898376982
332,36.0240144405,140.097757504833,2696.69999972252,23831.8710142056
333,36.0240344045,140.097778145667,2698.92002947642,23833.725311083
334,36.0240811863333,140.097826836667,2704.12232721626,23838.0996226296
335,36.0241046571667,140.097852783333,2706.7327354125,23840.431061571
336,36.0241247778333,140.097876198667,2708.97082802321,23842.5353657124
337,36.0241616756667,140.097913375333,2713.07369465421,23845.8748877595
338,36.0242310821667,140.097986293333,2720.79210798742,23852.4258825527
339,36.0243794846667,140.098141677667,2737.29523173122,23866.3855102364
340,36.0245565528333,140.0983392075,2756.98912957722,23884.1348831216
341,36.0237992753333,140.0985626355,2673.02495887852,23904.5005256835
342,36.0237728766667,140.098599985667,2670.10522611069,23907.8747919377
343,36.0237012691667,140.098705106667,2662.1862686627,23917.3707688119
344,36.0236512326667,140.098776678667,2656.65235699881,23923.8365352722
345,36.0236581048333,140.098790266667,2657.41815195882,23925.0591175782
346,36.0238052758333,140.098946277,2673.78491026995,23939.0755042515
347,36.0238883018333,140.099031937167,2683.01759107991,23946.7707495046
348,36.0238723636667,140.099043102,2681.25201637561,23947.7818340887
349,36.023726499,140.098889077167,2665.03066762963,23933.9440295959
350,36.0236433365,140.098803562,2655.78288957383,23926.2618648139
351,36.0236291255,140.098806508833,2654.20692114229,23926.5317536516
352,36.0235574411667,140.098910090667,2646.27908116086,23935.8890655455
353,36.0234562786667,140.099055140667,2635.09087982245,23948.9927675677
354,36.0234575015,140.099070432667,2635.23031091972,23950.3706389656
355,36.023495724,140.0991116155,2639.48117331695,23954.0708070959
356,36.023564652,140.099183015667,2647.14620445924,23960.4851083829
357,36.0236499915,140.099272008167,2656.63640335899,23968.4799909479
358,36.0236388195,140.099286648667,2655.4004864109,23969.8028944245
359,36.0235548643333,140.099197601833,2646.06386296162,23961.8026960328
360,36.0234328788333,140.0990695945,2632.4982517436,23950.302548097
361,36.0232803391667,140.098909956167,2615.53493875127,23935.9607531788
362,36.0231070228333,140.098728028667,2596.26103289553,23919.6162899615
363,36.0230753535,140.098716284,2592.74447789076,23918.5673302083
364,36.0230169726667,140.098654064,2586.25192612503,23912.9771626395
365,36.023031632,140.098633477833,2587.87330732086,23911.1173277445
366,36.0230608551667,140.098661837833,2591.12254070346,23913.6645488546
367,36.0230747276667,140.098662793333,2592.6619111195,23913.7464750303
368,36.023198495,140.098561468833,2606.36886949151,23904.576845222
369,36.0232564248333,140.0984809365,2612.77635218493,23897.301089408
370,36.0233446748333,140.098353749667,2622.53638447385,23885.8112963272
371,36.023374473,140.098311207,2625.83202279634,23881.9680019744
372,36.0234322635,140.098227723,2632.22334204348,23874.4262921391
373,36.023443893,140.098238713,2633.51631334193,23875.4132936119
374,36.0234147656667,140.098281607,2630.29518634965,23879.2880448134
375,36.0233059046667,140.0984383015,2618.25561828032,23893.4435224545
376,36.0231227156667,140.0987033855,2597.99608218226,23917.3904916638
377,36.0231261483333,140.0987207365,2598.38119194354,23918.9532763495
378,36.0232563485,140.098858279333,2612.86050987928,23931.3104539463
379,36.0234285325,140.099038367167,2632.00835513742,23947.4893969955
380,36.0234413201667,140.099040495833,2633.42765351781,23947.6773805509
381,36.0234490831667,140.099034787,2634.28754505736,23947.1605041612
382,36.0234861741667,140.0989814505,2638.38963438601,23942.3421561239
383,36.02357405,140.0988544855,2648.10814937937,23930.8724522935
384,36.0236786641667,140.0987041405,2659.67803578035,23917.290521811
385,36.0237665193333,140.098577096833,2669.39427128094,23905.813789706